factor_id,order_id,traffic_condition,weather_condition,event_type,recorded_at
2287,1130,Moderate,Clear,Strike,2025-08-26 20:48:23
2288,8854,Clear,Clear,Strike,2025-08-07 18:58:03
2289,7218,Heavy,Fog,Holiday,2025-03-07 08:34:12
2290,4179,Clear,Rain,,2025-08-13 21:36:36
2291,4764,Heavy,Fog,Festival,2025-03-10 12:59:05
2292,1468,Heavy,Clear,Festival,2025-07-02 15:34:53
2293,1703,Moderate,Fog,Holiday,2025-04-21 11:14:09
2294,9840,Moderate,Fog,,2025-09-07 06:13:52
2295,711,Moderate,Clear,,2025-05-21 21:30:19
2296,9651,Clear,Fog,Strike,2025-04-19 18:00:28
2297,6491,Moderate,Clear,Strike,2025-02-19 05:37:44
2298,6504,Moderate,Clear,Festival,2025-08-30 19:09:50
2299,9023,Moderate,Fog,Festival,2025-09-12 06:21:30
2300,577,Heavy,Rain,,2025-03-23 13:15:12
2301,5721,Moderate,Fog,Strike,2025-06-17 14:00:11
2302,1136,Heavy,Rain,Strike,2025-05-31 07:17:32
2303,4390,Heavy,Rain,Holiday,2025-06-09 07:57:25
2304,4687,Moderate,Fog,Holiday,2025-01-20 00:17:33
2305,6257,Moderate,Clear,,2025-06-15 00:10:58
2306,8413,Moderate,Fog,Strike,2025-06-12 15:13:42
2307,6004,Moderate,Rain,,2025-01-26 00:16:25
2308,196,Heavy,Clear,Holiday,2025-08-04 10:17:40
2309,3812,Heavy,Rain,Holiday,2025-08-24 07:22:01
2310,1838,Clear,Clear,Holiday,2025-08-08 14:22:43
2311,3379,Clear,Fog,Strike,2025-03-25 23:38:10
2312,8615,Heavy,Fog,,2025-04-22 12:05:06
2313,5819,Moderate,Fog,Festival,2025-04-06 06:31:37
2314,7788,Heavy,Rain,Festival,2025-02-11 12:35:21
2315,5491,Clear,Clear,Strike,2025-08-06 09:52:30
2316,4624,Clear,Fog,Festival,2025-02-15 22:05:40
2317,3321,Clear,Rain,Strike,2025-08-07 01:41:25
2318,9187,Heavy,Clear,Strike,2025-07-10 12:43:08
2319,4840,Clear,Clear,Festival,2025-08-26 02:03:14
2320,2415,Clear,Fog,,2025-05-30 03:14:43
2321,699,Heavy,Fog,Festival,2025-03-16 17:39:02
2322,3808,Clear,Clear,,2025-01-25 04:24:27
2323,7235,Heavy,Clear,Holiday,2025-01-02 10:22:58
2324,9198,Clear,Fog,,2025-01-01 22:57:56
2325,7037,Moderate,Fog,Holiday,2025-08-02 07:48:17
2326,1811,Heavy,Rain,,2025-01-16 07:22:53
2327,8925,Heavy,Fog,Strike,2025-07-06 06:18:29
2328,3116,Heavy,Rain,,2025-04-28 14:00:23
2329,9902,Clear,Clear,,2025-04-28 22:26:58
2330,2633,Clear,Fog,Festival,2025-05-26 13:17:26
2331,9167,Moderate,Clear,Holiday,2025-01-22 17:44:15
2332,6028,Clear,Clear,Holiday,2025-05-17 00:33:48
2333,2193,Clear,Rain,,2025-03-18 19:52:27
2334,537,Moderate,Fog,Festival,2025-09-08 15:00:26
2335,643,Moderate,Rain,Festival,2025-08-22 02:54:28
2336,2220,Clear,Rain,Strike,2025-07-28 13:53:09
2337,8688,Heavy,Fog,,2025-02-14 03:39:51
2338,2144,Moderate,Clear,Strike,2025-05-16 18:13:54
2339,7829,Moderate,Clear,,2025-08-10 04:54:29
2340,8435,Heavy,Clear,,2025-05-28 23:28:52
2341,8852,Moderate,Rain,Strike,2025-03-16 15:06:55
2342,5473,Clear,Clear,Strike,2025-08-23 10:23:45
2343,5783,Moderate,Clear,Holiday,2025-08-23 21:46:53
2344,1468,Moderate,Clear,Strike,2025-06-19 16:16:18
2345,2672,Clear,Clear,Strike,2025-05-14 23:13:27
2346,2281,Heavy,Clear,Strike,2025-08-11 20:46:51
2347,8099,Moderate,Fog,,2025-03-16 12:58:26
2348,6530,Moderate,Clear,,2025-08-19 17:49:16
2349,7378,Heavy,Fog,Strike,2025-08-30 17:06:31
2350,9121,Clear,Rain,Strike,2025-01-04 08:29:43
2351,1979,Clear,Fog,Holiday,2025-06-19 16:03:20
2352,6776,Heavy,Fog,Strike,2025-08-17 07:27:31
2353,4846,Heavy,Clear,Strike,2025-05-19 17:42:07
2354,9762,Moderate,Rain,Strike,2025-07-15 16:28:03
2355,352,Clear,Fog,Festival,2025-04-06 17:28:51
2356,5957,Moderate,Fog,Festival,2025-02-19 03:13:42
2357,1819,Heavy,Clear,Festival,2025-03-02 17:08:03
2358,8405,Clear,Clear,Holiday,2025-04-02 01:42:39
2359,9209,Moderate,Fog,Holiday,2025-02-12 09:21:38
2360,6499,Heavy,Fog,Holiday,2025-06-01 04:56:15
2361,8259,Moderate,Clear,Festival,2025-01-11 18:25:34
2362,4980,Moderate,Fog,,2025-07-04 23:11:22
2363,4381,Moderate,Rain,,2025-02-27 04:08:05
2364,2241,Heavy,Clear,Strike,2025-06-04 20:44:31
2365,624,Clear,Fog,Holiday,2025-04-23 04:53:42
2366,5515,Moderate,Fog,,2025-02-05 17:19:35
2367,1620,Clear,Clear,,2025-08-08 11:14:26
2368,3051,Moderate,Rain,Holiday,2025-02-02 22:47:06
2369,7267,Moderate,Fog,Festival,2025-04-18 17:23:26
2370,6550,Clear,Clear,Festival,2025-01-22 16:26:34
2371,5301,Moderate,Rain,Holiday,2025-01-10 14:30:55
2372,3078,Heavy,Fog,Strike,2025-03-15 08:24:21
2373,7851,Clear,Clear,Holiday,2025-04-18 03:03:34
2374,509,Heavy,Fog,Holiday,2025-04-20 21:34:38
2375,9612,Heavy,Rain,,2025-01-06 17:49:24
2376,8867,Heavy,Fog,,2025-05-29 21:32:13
2377,7599,Moderate,Rain,Festival,2025-09-03 04:03:36
2378,7507,Heavy,Fog,Holiday,2025-04-21 22:08:05
2379,5659,Clear,Rain,Holiday,2025-01-31 10:42:29
2380,9258,Clear,Fog,Holiday,2025-04-07 18:05:06
2381,8,Heavy,Fog,Holiday,2025-03-19 09:35:32
2382,5649,Heavy,Clear,Festival,2025-03-30 15:31:58
2383,1704,Clear,Rain,,2025-05-27 14:56:48
2384,3431,Moderate,Clear,Strike,2025-03-11 06:09:25
2385,1286,Clear,Clear,Festival,2025-07-27 16:28:58
2386,7989,Moderate,Clear,Holiday,2025-01-16 12:19:25
2387,7139,Moderate,Rain,Festival,2025-07-31 09:40:41
2388,4360,Heavy,Rain,Holiday,2025-01-30 10:10:42
2389,6555,Heavy,Clear,,2025-04-13 08:07:49
2390,5345,Clear,Fog,Holiday,2025-02-05 18:13:04
2391,5735,Clear,Rain,,2025-01-25 08:40:14
2392,9865,Heavy,Clear,Holiday,2025-08-05 06:30:16
2393,2580,Heavy,Rain,Strike,2025-09-01 10:49:20
2394,5173,Moderate,Fog,Festival,2025-03-12 00:27:34
2395,8527,Heavy,Fog,Festival,2025-04-14 20:53:20
2396,8144,Heavy,Clear,Strike,2025-02-02 01:49:03
2397,5275,Heavy,Rain,Strike,2025-08-15 03:55:35
2398,4373,Heavy,Fog,Strike,2025-07-08 10:35:04
2399,3928,Moderate,Clear,Holiday,2025-06-16 21:41:46
2400,3349,Heavy,Rain,Strike,2025-06-06 12:52:16
2401,2688,Heavy,Fog,Holiday,2025-07-27 05:31:43
2402,8495,Moderate,Fog,Festival,2025-07-11 06:34:13
2403,5496,Moderate,Clear,Holiday,2025-09-07 07:06:52
2404,74,Clear,Rain,Festival,2025-05-02 12:14:20
2405,80,Heavy,Clear,,2025-07-05 08:45:44
2406,3873,Heavy,Clear,Festival,2025-05-24 09:37:10
2407,3849,Clear,Clear,Festival,2025-08-21 20:45:03
2408,3255,Heavy,Clear,Holiday,2025-06-18 13:48:08
2409,1249,Heavy,Clear,Strike,2025-02-22 13:40:10
2410,8225,Heavy,Rain,Holiday,2025-07-07 09:53:02
2411,5021,Clear,Rain,Holiday,2025-08-11 16:19:33
2412,1771,Heavy,Clear,Strike,2025-01-30 03:03:57
2413,7475,Heavy,Fog,Holiday,2025-07-27 12:33:55
2414,6881,Clear,Rain,Festival,2025-08-21 10:54:48
2415,5812,Moderate,Clear,Festival,2025-02-27 05:05:03
2416,1243,Moderate,Rain,,2025-05-18 10:20:40
2417,7705,Heavy,Fog,Strike,2025-02-03 16:52:59
2418,9612,Heavy,Rain,Festival,2025-01-04 14:45:20
2419,9346,Moderate,Fog,Strike,2025-08-14 17:11:13
2420,7867,Clear,Rain,Festival,2025-01-14 04:35:01
2421,3592,Heavy,Clear,Strike,2025-08-22 06:52:00
2422,9475,Heavy,Rain,Festival,2025-01-05 20:31:37
2423,6264,Heavy,Fog,Holiday,2025-03-01 09:10:57
2424,370,Clear,Rain,Festival,2025-09-08 11:20:08
2425,1650,Moderate,Fog,Festival,2025-04-21 07:00:26
2426,2293,Moderate,Clear,Festival,2025-03-22 14:20:04
2427,3256,Clear,Rain,Festival,2025-09-11 20:32:53
2428,2312,Moderate,Fog,Holiday,2025-01-28 19:49:06
2429,2693,Heavy,Fog,Holiday,2025-06-12 17:11:49
2430,3345,Clear,Rain,,2025-05-01 10:11:30
2431,3120,Heavy,Rain,Holiday,2025-07-09 10:01:09
2432,8342,Clear,Rain,,2025-03-29 11:15:53
2433,9088,Clear,Clear,Holiday,2025-09-12 02:21:00
2434,7054,Moderate,Rain,,2025-05-24 22:15:15
2435,9526,Moderate,Clear,Holiday,2025-05-30 01:19:12
2436,5994,Heavy,Clear,,2025-09-07 13:22:36
2437,7171,Heavy,Clear,,2025-01-15 18:39:14
2438,3449,Clear,Fog,Festival,2025-07-11 17:04:15
2439,6154,Moderate,Fog,Strike,2025-02-09 03:05:19
2440,7731,Moderate,Clear,,2025-08-08 00:09:10
2441,2469,Heavy,Rain,Holiday,2025-07-31 03:59:45
2442,8282,Moderate,Rain,Festival,2025-09-01 23:24:25
2443,7190,Moderate,Fog,Festival,2025-03-14 22:26:21
2444,4285,Heavy,Fog,,2025-01-08 14:46:21
2445,1292,Clear,Fog,Holiday,2025-08-02 16:24:28
2446,2962,Moderate,Rain,,2025-03-02 20:43:20
2447,9553,Heavy,Clear,Holiday,2025-04-14 15:57:03
2448,3639,Heavy,Fog,Strike,2025-03-26 16:48:22
2449,8215,Clear,Fog,,2025-03-03 14:38:56
2450,6851,Clear,Rain,Strike,2025-08-23 15:16:09
2451,7440,Clear,Rain,Festival,2025-04-22 17:19:00
2452,6821,Clear,Rain,Strike,2025-05-29 06:14:17
2453,5728,Moderate,Rain,Holiday,2025-08-10 23:21:39
2454,7672,Heavy,Rain,Festival,2025-08-30 04:49:51
2455,7884,Clear,Fog,,2025-03-09 23:42:15
2456,4465,Clear,Fog,,2025-07-10 15:30:56
2457,8612,Heavy,Fog,,2025-02-03 01:57:26
2458,4983,Heavy,Clear,Festival,2025-04-15 21:12:29
2459,1271,Clear,Clear,Strike,2025-07-17 20:27:33
2460,6177,Moderate,Fog,Holiday,2025-03-05 17:29:02
2461,946,Moderate,Clear,Holiday,2025-02-11 04:19:11
2462,3565,Clear,Clear,Festival,2025-06-06 09:59:41
2463,2968,Clear,Fog,Holiday,2025-06-30 18:48:19
2464,5618,Clear,Fog,Festival,2025-01-30 19:48:37
2465,9800,Moderate,Rain,Festival,2025-05-14 02:31:48
2466,1220,Heavy,Clear,Holiday,2025-08-09 22:55:06
2467,6546,Heavy,Rain,Festival,2025-07-28 16:05:02
2468,5543,Clear,Clear,Holiday,2025-06-07 08:06:56
2469,4816,Clear,Rain,Holiday,2025-07-08 00:11:55
2470,7429,Moderate,Fog,,2025-06-04 21:55:41
2471,2099,Moderate,Fog,Festival,2025-08-04 17:29:10
2472,6258,Clear,Fog,Strike,2025-02-16 07:24:45
2473,6119,Heavy,Clear,,2025-04-06 08:32:39
2474,2146,Heavy,Rain,Strike,2025-05-25 07:59:49
2475,2494,Clear,Fog,,2025-06-15 21:41:55
2476,5790,Clear,Fog,Holiday,2025-08-17 13:32:54
2477,6697,Heavy,Clear,,2025-01-22 20:20:16
2478,1732,Heavy,Clear,Festival,2025-03-10 00:33:17
2479,113,Moderate,Rain,Strike,2025-05-28 06:27:47
2480,1577,Heavy,Rain,,2025-04-24 00:37:49
2481,656,Moderate,Rain,Strike,2025-05-16 11:58:24
2482,292,Moderate,Fog,Holiday,2025-03-01 05:32:56
2483,173,Moderate,Rain,Holiday,2025-09-07 22:56:23
2484,3168,Moderate,Clear,,2025-01-27 12:08:58
2485,1705,Heavy,Fog,Holiday,2025-08-03 06:15:56
2486,7360,Heavy,Clear,Holiday,2025-03-31 01:47:46
2487,6121,Clear,Rain,Holiday,2025-06-15 16:20:12
2488,4727,Moderate,Clear,Holiday,2025-05-02 07:05:45
2489,3747,Heavy,Clear,Strike,2025-05-17 19:10:15
2490,3275,Clear,Rain,Holiday,2025-06-14 14:23:30
2491,6611,Clear,Rain,Festival,2025-01-12 01:44:22
2492,2381,Clear,Fog,Holiday,2025-02-27 18:12:59
2493,659,Moderate,Rain,Holiday,2025-04-05 23:07:18
2494,1460,Moderate,Fog,Holiday,2025-06-24 08:15:35
2495,2085,Moderate,Rain,,2025-04-18 23:28:02
2496,6721,Heavy,Clear,Holiday,2025-05-26 20:19:51
2497,1943,Heavy,Clear,,2025-08-25 21:53:59
2498,4471,Clear,Clear,Holiday,2025-02-18 15:53:56
2499,3924,Heavy,Fog,Holiday,2025-01-25 04:30:42
2500,3856,Moderate,Rain,,2025-07-26 20:44:39
2501,6033,Clear,Clear,,2025-05-19 02:50:35
2502,7285,Moderate,Fog,Festival,2025-06-01 10:04:04
2503,6112,Clear,Rain,Strike,2025-03-20 15:04:11
2504,31,Clear,Rain,Strike,2025-08-09 07:56:20
2505,5548,Moderate,Rain,Holiday,2025-04-09 05:24:28
2506,4530,Heavy,Rain,Holiday,2025-09-10 04:07:30
2507,3588,Clear,Clear,Holiday,2025-01-18 02:44:33
2508,2066,Heavy,Fog,Strike,2025-01-10 04:27:32
2509,902,Moderate,Rain,,2025-06-08 06:48:57
2510,6209,Heavy,Rain,Strike,2025-04-27 12:17:55
2511,3263,Clear,Rain,Holiday,2025-08-04 03:19:30
2512,888,Heavy,Rain,Festival,2025-04-16 10:39:26
2513,5242,Heavy,Clear,Festival,2025-06-03 00:28:16
2514,448,Moderate,Clear,Festival,2025-09-07 23:09:18
2515,8984,Heavy,Clear,,2025-03-06 02:04:39
2516,966,Heavy,Clear,Holiday,2025-08-30 00:36:04
2517,5660,Heavy,Fog,Strike,2025-02-21 08:23:42
2518,9888,Moderate,Clear,Holiday,2025-06-18 10:55:39
2519,2581,Clear,Fog,Holiday,2025-05-13 00:46:14
2520,5817,Moderate,Rain,Strike,2025-09-03 10:45:40
2521,6442,Moderate,Fog,,2025-08-31 16:29:56
2522,5931,Clear,Clear,Festival,2025-07-19 08:36:27
2523,3135,Moderate,Clear,Festival,2025-01-03 22:58:47
2524,5878,Moderate,Fog,Holiday,2025-03-19 15:58:42
2525,4412,Heavy,Clear,Holiday,2025-01-05 02:48:41
2526,9738,Heavy,Fog,,2025-09-08 19:20:29
2527,1041,Heavy,Rain,Holiday,2025-07-09 23:08:21
2528,6816,Moderate,Rain,Holiday,2025-02-18 23:33:36
2529,3109,Moderate,Fog,Holiday,2025-08-11 09:40:56
2530,7886,Heavy,Fog,Festival,2025-04-27 01:52:06
2531,5391,Clear,Fog,Holiday,2025-06-10 20:09:44
2532,7831,Clear,Fog,Festival,2025-03-02 10:24:54
2533,1744,Heavy,Clear,Holiday,2025-04-15 04:16:35
2534,823,Heavy,Clear,Strike,2025-02-14 09:40:54
2535,1234,Heavy,Clear,Strike,2025-09-10 22:05:14
2536,9134,Moderate,Clear,Strike,2025-01-29 02:14:09
2537,4158,Moderate,Fog,Strike,2025-01-12 20:58:01
2538,6945,Heavy,Rain,Holiday,2025-02-23 06:54:30
2539,831,Clear,Clear,Holiday,2025-08-15 03:01:14
2540,209,Heavy,Rain,,2025-05-29 19:16:18
2541,7882,Moderate,Rain,Holiday,2025-08-15 23:46:32
2542,9484,Moderate,Fog,Holiday,2025-02-08 19:40:03
2543,8246,Heavy,Rain,Festival,2025-06-19 16:41:59
2544,4700,Heavy,Clear,Holiday,2025-04-16 09:10:51
2545,431,Moderate,Clear,Strike,2025-09-02 00:09:02
2546,9224,Heavy,Rain,,2025-08-28 17:06:31
2547,9894,Heavy,Fog,Festival,2025-07-01 13:28:02
2548,4271,Heavy,Clear,,2025-05-21 11:18:41
2549,4359,Moderate,Fog,Festival,2025-07-03 19:20:11
2550,6576,Moderate,Rain,,2025-03-08 14:47:30
2551,3588,Heavy,Fog,Holiday,2025-05-18 20:21:32
2552,8593,Clear,Rain,Strike,2025-01-02 10:45:45
2553,960,Heavy,Clear,Holiday,2025-08-27 16:43:35
2554,7169,Heavy,Fog,,2025-04-23 01:21:54
2555,5312,Clear,Rain,Festival,2025-06-12 04:21:06
2556,1037,Clear,Fog,,2025-07-09 01:54:22
2557,6498,Heavy,Rain,,2025-03-27 23:12:08
2558,3946,Heavy,Clear,Festival,2025-08-23 23:36:24
2559,7188,Heavy,Fog,Strike,2025-05-28 00:00:53
2560,6791,Moderate,Clear,,2025-05-17 18:02:32
2561,295,Heavy,Clear,Holiday,2025-06-27 03:30:50
2562,9081,Clear,Rain,,2025-06-25 06:11:25
2563,7667,Moderate,Rain,,2025-07-20 23:27:19
2564,9478,Clear,Clear,,2025-01-21 23:02:27
2565,1398,Moderate,Fog,,2025-07-30 16:02:32
2566,9994,Heavy,Rain,Holiday,2025-04-29 00:09:06
2567,3964,Moderate,Fog,,2025-03-03 21:22:59
2568,8012,Clear,Fog,,2025-01-27 15:33:40
2569,8302,Clear,Fog,Holiday,2025-02-26 02:50:08
2570,8791,Clear,Clear,,2025-07-05 21:33:23
2571,3600,Clear,Rain,Festival,2025-04-23 12:36:54
2572,5596,Heavy,Fog,Strike,2025-06-27 01:52:36
2573,5289,Heavy,Rain,Festival,2025-05-28 06:32:29
2574,3216,Moderate,Fog,Holiday,2025-06-09 21:34:18
2575,9109,Heavy,Fog,Festival,2025-04-25 00:54:44
2576,2183,Clear,Rain,Festival,2025-08-28 23:22:09
2577,3477,Clear,Fog,,2025-02-28 15:59:52
2578,4161,Heavy,Fog,,2025-08-01 14:56:04
2579,1503,Clear,Clear,,2025-03-19 18:20:41
2580,5014,Heavy,Rain,Holiday,2025-03-20 09:28:57
2581,2910,Moderate,Rain,Holiday,2025-03-28 10:09:10
2582,4086,Moderate,Rain,Strike,2025-01-16 11:23:34
2583,8496,Heavy,Rain,,2025-05-26 09:49:28
2584,746,Moderate,Rain,,2025-07-03 19:50:58
2585,4365,Clear,Clear,Festival,2025-02-06 08:44:19
2586,9498,Clear,Rain,Strike,2025-08-05 09:04:33
2587,9486,Clear,Clear,Holiday,2025-02-14 12:32:49
2588,5881,Heavy,Fog,Festival,2025-01-29 13:22:50
2589,3414,Heavy,Fog,Strike,2025-01-15 08:37:00
2590,6439,Moderate,Clear,Holiday,2025-02-24 02:57:58
2591,1552,Heavy,Fog,Holiday,2025-01-29 18:10:15
2592,1304,Clear,Clear,Festival,2025-02-21 22:54:40
2593,9918,Moderate,Clear,Festival,2025-06-06 16:56:41
2594,3107,Moderate,Clear,Festival,2025-01-21 06:05:57
2595,3178,Moderate,Rain,,2025-01-24 04:46:10
2596,2971,Heavy,Rain,,2025-03-20 00:21:48
2597,7873,Moderate,Fog,Strike,2025-05-11 11:53:57
2598,8138,Clear,Rain,Festival,2025-03-05 22:28:14
2599,8297,Clear,Clear,Festival,2025-08-08 13:42:57
2600,18,Clear,Fog,,2025-04-22 01:24:43
2601,8329,Clear,Fog,,2025-08-27 21:31:49
2602,9043,Heavy,Clear,Holiday,2025-06-06 05:46:20
2603,378,Moderate,Rain,Strike,2025-01-05 02:35:08
2604,8639,Clear,Fog,Holiday,2025-01-29 16:24:08
2605,3666,Clear,Rain,,2025-03-30 08:22:51
2606,5988,Heavy,Clear,Holiday,2025-08-25 14:18:20
2607,5817,Clear,Fog,Strike,2025-04-10 13:26:26
2608,5048,Moderate,Fog,Holiday,2025-06-04 04:49:49
2609,4487,Clear,Clear,Festival,2025-02-04 14:15:35
2610,190,Moderate,Rain,Holiday,2025-06-10 11:09:57
2611,6339,Moderate,Clear,,2025-02-05 07:21:58
2612,7039,Moderate,Fog,Holiday,2025-02-23 07:51:06
2613,6383,Clear,Rain,Holiday,2025-01-28 10:13:37
2614,6386,Heavy,Clear,Holiday,2025-07-18 11:50:44
2615,3065,Heavy,Clear,Holiday,2025-07-21 12:06:51
2616,3655,Clear,Clear,,2025-05-02 20:32:50
2617,766,Heavy,Clear,Festival,2025-05-05 16:37:43
2618,8056,Moderate,Clear,Festival,2025-06-05 08:20:02
2619,3630,Clear,Rain,Strike,2025-03-09 23:52:16
2620,502,Clear,Rain,Strike,2025-03-07 18:16:07
2621,8963,Clear,Fog,,2025-03-05 18:03:57
2622,4415,Clear,Rain,Holiday,2025-08-07 17:27:35
2623,4146,Heavy,Rain,Holiday,2025-01-13 23:03:42
2624,299,Moderate,Fog,Holiday,2025-05-15 00:55:25
2625,654,Heavy,Clear,Holiday,2025-06-20 23:39:45
2626,714,Clear,Rain,,2025-04-14 07:27:01
2627,5236,Clear,Clear,Festival,2025-02-27 14:58:39
2628,5403,Heavy,Rain,Strike,2025-08-17 18:41:39
2629,9695,Heavy,Fog,Festival,2025-07-05 19:16:58
2630,39,Moderate,Clear,Holiday,2025-07-29 12:30:23
2631,9160,Moderate,Clear,Festival,2025-01-25 22:17:40
2632,4887,Moderate,Rain,,2025-06-05 08:11:16
2633,1563,Moderate,Fog,,2025-02-28 18:50:44
2634,3120,Clear,Rain,,2025-07-15 16:58:36
2635,7989,Heavy,Fog,,2025-04-30 18:23:41
2636,7763,Heavy,Rain,,2025-05-18 01:16:59
2637,8456,Moderate,Rain,,2025-08-24 05:53:09
2638,6667,Moderate,Rain,Holiday,2025-03-11 23:20:37
2639,4800,Heavy,Rain,Strike,2025-07-04 08:58:05
2640,6792,Moderate,Rain,,2025-06-10 02:33:43
2641,559,Clear,Clear,Strike,2025-06-01 03:55:19
2642,7658,Heavy,Clear,Holiday,2025-07-27 22:14:34
2643,6771,Moderate,Rain,,2025-02-01 01:14:01
2644,9598,Moderate,Fog,,2025-08-25 07:05:06
2645,9602,Clear,Rain,,2025-01-26 04:02:20
2646,3261,Heavy,Fog,Festival,2025-04-24 08:32:05
2647,3972,Moderate,Clear,Festival,2025-07-28 16:40:02
2648,5396,Clear,Rain,Festival,2025-02-21 05:35:50
2649,8846,Clear,Rain,Festival,2025-04-23 19:54:18
2650,7989,Clear,Rain,Holiday,2025-08-08 01:26:24
2651,2226,Moderate,Clear,,2025-04-11 05:07:23
2652,1257,Heavy,Rain,,2025-05-01 00:36:14
2653,5559,Heavy,Fog,,2025-06-26 04:56:51
2654,1266,Heavy,Rain,,2025-04-27 18:24:49
2655,3701,Heavy,Clear,Strike,2025-03-19 16:04:30
2656,9167,Heavy,Clear,Holiday,2025-05-09 10:21:50
2657,3335,Heavy,Fog,Holiday,2025-06-23 08:14:48
2658,259,Clear,Clear,,2025-04-08 02:49:27
2659,4932,Moderate,Clear,,2025-02-02 00:21:56
2660,9548,Moderate,Clear,Festival,2025-03-01 22:26:03
2661,9079,Moderate,Rain,Festival,2025-01-29 23:52:53
2662,3398,Heavy,Clear,Strike,2025-07-03 23:52:54
2663,4230,Heavy,Clear,Holiday,2025-04-20 19:17:08
2664,7436,Moderate,Fog,Holiday,2025-06-06 07:30:45
2665,8445,Heavy,Fog,Holiday,2025-03-20 16:00:49
2666,6646,Heavy,Fog,Holiday,2025-03-08 01:05:22
2667,5061,Heavy,Clear,Holiday,2025-01-20 00:47:34
2668,9527,Clear,Clear,Strike,2025-08-30 10:14:51
2669,8520,Moderate,Rain,,2025-01-09 19:49:27
2670,2873,Heavy,Fog,,2025-08-25 05:18:50
2671,1722,Clear,Clear,Holiday,2025-03-10 05:23:15
2672,2494,Heavy,Clear,Festival,2025-04-24 15:58:24
2673,719,Clear,Rain,Festival,2025-05-20 20:14:34
2674,3229,Clear,Rain,Holiday,2025-07-02 17:39:29
2675,3737,Moderate,Fog,,2025-07-18 13:36:27
2676,5524,Heavy,Rain,Festival,2025-06-20 13:59:09
2677,5131,Clear,Clear,Strike,2025-02-10 01:39:04
2678,6625,Heavy,Fog,,2025-04-07 10:29:20
2679,4561,Clear,Fog,,2025-02-12 16:57:22
2680,2672,Heavy,Fog,,2025-05-08 21:47:49
2681,1782,Heavy,Rain,Festival,2025-02-23 07:08:11
2682,708,Heavy,Clear,,2025-02-16 21:42:22
2683,8503,Clear,Rain,Festival,2025-07-14 21:35:49
2684,1308,Clear,Fog,Festival,2025-04-28 03:24:40
2685,469,Moderate,Fog,Festival,2025-02-21 00:10:43
2686,8458,Moderate,Rain,Strike,2025-08-18 23:20:07
2687,8873,Heavy,Fog,,2025-02-25 13:36:20
2688,6923,Heavy,Fog,Festival,2025-08-29 07:56:05
2689,1291,Clear,Clear,,2025-07-31 11:46:47
2690,6402,Heavy,Clear,,2025-04-20 20:49:23
2691,6206,Clear,Clear,,2025-06-06 10:59:22
2692,5917,Clear,Fog,Holiday,2025-06-12 11:00:28
2693,7370,Moderate,Rain,Holiday,2025-08-12 16:49:39
2694,9382,Clear,Rain,Festival,2025-08-05 08:42:17
2695,9247,Heavy,Clear,Strike,2025-02-18 23:22:31
2696,8516,Moderate,Fog,Holiday,2025-01-25 00:34:12
2697,8349,Clear,Rain,Holiday,2025-01-09 23:13:50
2698,5043,Heavy,Fog,,2025-04-11 02:43:53
2699,146,Heavy,Clear,Festival,2025-05-13 06:02:34
2700,1047,Moderate,Rain,,2025-08-20 07:20:21
2701,9843,Heavy,Rain,Holiday,2025-05-18 00:52:54
2702,5639,Clear,Clear,,2025-06-12 08:15:46
2703,494,Clear,Fog,,2025-08-06 01:26:28
2704,5941,Heavy,Fog,,2025-05-23 05:15:34
2705,8475,Moderate,Clear,Strike,2025-07-04 13:28:30
2706,5884,Heavy,Fog,Strike,2025-03-02 08:41:00
2707,2700,Moderate,Rain,Festival,2025-05-31 11:50:05
2708,2080,Heavy,Fog,,2025-08-14 15:58:36
2709,3853,Clear,Rain,Strike,2025-01-01 12:54:22
2710,5382,Moderate,Clear,Holiday,2025-02-04 05:41:18
2711,9960,Moderate,Fog,,2025-06-21 07:32:59
2712,8499,Clear,Rain,Holiday,2025-07-03 14:54:28
2713,6130,Moderate,Fog,Festival,2025-08-15 10:21:50
2714,5106,Clear,Clear,Strike,2025-08-20 08:51:00
2715,5990,Heavy,Fog,Holiday,2025-03-30 07:50:15
2716,4887,Clear,Clear,Festival,2025-05-29 12:53:51
2717,184,Heavy,Fog,Strike,2025-05-16 05:32:23
2718,1365,Moderate,Fog,,2025-03-04 04:56:01
2719,9039,Moderate,Fog,Festival,2025-08-05 21:31:11
2720,4661,Moderate,Fog,Strike,2025-05-23 10:11:16
2721,9724,Moderate,Clear,Holiday,2025-05-02 07:24:31
2722,9374,Heavy,Rain,Holiday,2025-02-01 15:30:05
2723,9848,Clear,Clear,Strike,2025-08-10 09:29:24
2724,5659,Clear,Rain,,2025-09-08 10:12:02
2725,1713,Moderate,Rain,,2025-08-22 11:51:36
2726,9482,Moderate,Fog,Holiday,2025-07-21 03:09:41
2727,2389,Moderate,Fog,,2025-01-06 00:48:42
2728,9171,Moderate,Rain,Festival,2025-07-23 05:23:54
2729,1472,Heavy,Clear,Strike,2025-01-11 17:47:22
2730,330,Heavy,Clear,Festival,2025-07-20 04:10:56
2731,6315,Moderate,Rain,,2025-02-10 04:28:21
2732,6876,Clear,Clear,Strike,2025-08-09 06:34:20
2733,3248,Clear,Fog,,2025-05-04 06:07:38
2734,3254,Moderate,Rain,Holiday,2025-02-20 18:38:06
2735,3423,Moderate,Rain,Festival,2025-05-19 13:58:50
